"event","pre_meet_T1","pre_meet_T2","pre_meet_T3","pre_meet_T4","pre_meet_T5","pre_meet_T6","pre_meet_T7","pre_meet_T8","pre_meet_T9","pre_meet_T10","pre_meet_T11","pre_meet_T12","pre_meet_T13","pre_meet_T14","pre_meet_T15","pre_meet_T16","pre_meet_T17","pre_meet_T18","pre_meet_T19","pre_meet_T20","pre_meet_T21","pre_meet_T22","pre_meet_T23","pre_meet_T24","pre_meet_T25","pre_meet_T26","pre_meet_T27","pre_meet_T28","pre_meet_T29","pre_meet_T30","pre_meet_T31","post_meet_T1","post_meet_T2","post_meet_T3","post_meet_T4","post_meet_T5","post_meet_T6","post_meet_T7","post_meet_T8","post_meet_T9","post_meet_T10","post_meet_T11","post_meet_T12","post_meet_T13","post_meet_T14","post_meet_T15","post_meet_T16","post_meet_T17","post_meet_T18","post_meet_T19","post_meet_T20","post_meet_T21","post_meet_T22","post_meet_T23","post_meet_T24","post_meet_T25","post_meet_T26","post_meet_T27","post_meet_T28","post_meet_T29","post_meet_T30","post_meet_T31","pre_pub_T1","pre_pub_T2","pre_pub_T3","pre_pub_T4","pre_pub_T5","pre_pub_T6","pre_pub_T7","pre_pub_T8","pre_pub_T9","pre_pub_T10","pre_pub_T11","pre_pub_T12","pre_pub_T13","pre_pub_T14","pre_pub_T15","pre_pub_T16","pre_pub_T17","pre_pub_T18","pre_pub_T19","pre_pub_T20","pre_pub_T21","pre_pub_T22","pre_pub_T23","pre_pub_T24","pre_pub_T25","pre_pub_T26","pre_pub_T27","pre_pub_T28","pre_pub_T29","pre_pub_T30","pre_pub_T31","post_pub_T1","post_pub_T2","post_pub_T3","post_pub_T4","post_pub_T5","post_pub_T6","post_pub_T7","post_pub_T8","post_pub_T9","post_pub_T10","post_pub_T11","post_pub_T12","post_pub_T13","post_pub_T14","post_pub_T15","post_pub_T16","post_pub_T17","post_pub_T18","post_pub_T19","post_pub_T20","post_pub_T21","post_pub_T22","post_pub_T23","post_pub_T24","post_pub_T25","post_pub_T26","post_pub_T27","post_pub_T28","post_pub_T29","post_pub_T30","post_pub_T31"
"FEDm_1",0.0433577567616113,0.0215562924961145,0.0165966553708464,0.0409444306534495,0.0284604055747493,0.0471119928536278,0.0272539626445086,0.0481460261766843,0.0205221058462398,0.0197305094206092,0.0381300118328267,0.0277858135067404,0.0488784759658331,0.0189529241485239,0.0409221979009273,0.0415085091140967,0.0404247477165316,0.0202326016366607,0.0262615493834923,0.0389937693324808,0.0175547308524658,0.0446761589611707,0.0185010017873307,0.0243303628914931,0.0416090770804299,0.0360831537842595,0.0314870763022558,0.0364547277641308,0.0400203500696838,0.0260619816077258,0.0274506405624997,0.0348669261140881,0.0179547637294893,0.0168263489096237,0.0504588682286247,0.0345355728678188,0.0515459209318205,0.0372412943670191,0.0321786606199406,0.0210186086397928,0.0184132104581518,0.0398801777134271,0.0235716247267476,0.0449014024359767,0.0174790938988982,0.0415195975521596,0.0466949299232294,0.0296063323206059,0.0179156770513359,0.0192696827676132,0.0392499136217393,0.0150082715516234,0.0496569413428475,0.0178868724859466,0.0259436868528748,0.0430707968313663,0.047114549445712,0.0266871396182615,0.0421372719068749,0.0354808126984199,0.0267928601810592,0.0350921902069116,0.0305163744860745,0.0133647320968233,0.0160245707179598,0.0453538635065136,0.0309530532368867,0.0515996613324385,0.0400254405593692,0.0244417835327237,0.0205603715204482,0.0179736420128376,0.0737308473732141,0.0249056027886116,0.0359786570259324,0.0176993843284691,0.0321872084780508,0.0480107203687592,0.0289446063514729,0.0300670445946739,0.0202170314235724,0.042660682721585,0.0179009155880516,0.0847177100260764,0.0155556391560759,0.0256554691426957,0.0287885850201456,0.0267047914721285,0.0319693311739059,0.0335712280227598,0.0421419464772623,0.0278362418712132,0.0199428635932687,0.0306232344302335,0.0200683076298297,0.0164407998098194,0.0370112136569502,0.0357142375736854,0.0596622363730364,0.0380376828527642,0.0229175577808191,0.0277284401469433,0.020644990015245,0.0433003102390363,0.0250316034382309,0.048491982593648,0.0179266547637281,0.0366764671389394,0.0393206271299886,0.0242316212750859,0.0245129723776276,0.0215365923430899,0.0472465798991092,0.0152795950274602,0.0711332757676622,0.0178912741861853,0.0264359309115021,0.0315295910898736,0.0416837400683,0.023404961413598,0.0405250315815913,0.0446292649450394,0.0262641111031365,0.0240991124378412
"FEDm_2",0.0277354811508815,0.0150833802753967,0.016539813774907,0.0469644011833222,0.0299854957910212,0.0514374719794787,0.0382658665573973,0.022290232676496,0.023916335313671,0.0245236496279607,0.0506873629122526,0.0231925014145675,0.0438949508501431,0.0200687389003653,0.0385499368315487,0.0452168350704357,0.0312987325441281,0.0282741518762601,0.0164744996250741,0.0521394294745509,0.0179759248668258,0.0746706860844603,0.0170791597696481,0.0241647698132927,0.0242106218254635,0.0335071057178044,0.0310137381916035,0.03955327968648,0.0374896336166386,0.0283403164741502,0.0254554961237746,0.0275972493401774,0.0181017340589517,0.0158046029279606,0.0363458447946746,0.0333151564314785,0.0557599732203018,0.0374275294591472,0.0303014243322659,0.0256931257307041,0.0178435305933821,0.0512354032515483,0.0243125007851676,0.0457238131736816,0.0188594904127965,0.0294740900927845,0.0398010324969772,0.0259075878082857,0.0294527226770014,0.0227293878773791,0.0463940125168844,0.0171567546127426,0.0772621853939566,0.0171168404425051,0.0327176814020131,0.0360221502899035,0.0348055861041747,0.0220194209344872,0.0412669075082285,0.0404032639283242,0.0270671785200442,0.0220818188820704,0.0258073168385088,0.0130477164609537,0.0155764376522478,0.0498695364265127,0.0277461896239898,0.0569193746396445,0.0369059324619925,0.0340135850154141,0.0276951700343991,0.0220729080716982,0.038318610150577,0.0342538006051235,0.035121316518534,0.0179214115508409,0.0330310566594295,0.0423361883426253,0.0332875315265097,0.0228038440481938,0.0159259485621671,0.0475960147500978,0.0153993612412378,0.0506845202045581,0.014561981140718,0.0295773951855721,0.0376877652097019,0.0470981712103799,0.0292528279366773,0.0393993483986195,0.0493675357484002,0.0280294104273817,0.0286917933572937,0.0301611571147836,0.017568307628069,0.0162028191269329,0.0526944486912466,0.0295995314955,0.0551606354455294,0.0404098480119967,0.0312812841531523,0.0221417578669073,0.0233769305700072,0.0503783795794458,0.0328857298178341,0.0385069482268397,0.0171118258560437,0.0344410179849506,0.0354705959020437,0.0268566453077116,0.0304661378204751,0.0235365005990799,0.0400437753580769,0.0177327653148058,0.0485630435222115,0.0178408386543749,0.0233518282647299,0.0360744822490019,0.0484163631544126,0.0286504322302274,0.0308425097789803,0.0354229507819714,0.0377502484392032,0.0270602610534546
"FEDm_3",0.030520830072626,0.0139957434300904,0.0155082186263852,0.0522892028670686,0.0251354893196012,0.0463626762155987,0.0372824997982346,0.0324434722028597,0.0281492413463557,0.0288326841542527,0.0446253533287272,0.0301388033650528,0.0403878065158076,0.0192281286345273,0.0300503481558965,0.0464503757865002,0.0309240943899798,0.021393915363076,0.0182553076675365,0.0527383639706109,0.0150490675701465,0.0457065106950833,0.0158458295851849,0.0279550146628087,0.0271951043357253,0.0489977940910625,0.0334427970506387,0.0446827942515112,0.0454424962950466,0.0223204158488826,0.028649620403122,0.0256086148664205,0.0156923248058359,0.0171405983941604,0.0425905573162885,0.031354943085687,0.0575807824321661,0.0416666047392779,0.0311716821633736,0.026239963485667,0.0236007740046936,0.0350313335612353,0.0331953838835005,0.0356822077174573,0.0175254524295643,0.0346540612679839,0.0380023215874442,0.036563216464647,0.0287158515692927,0.0169483590532215,0.042444088275714,0.0167750280514368,0.0492569897579247,0.0174799105599611,0.0254164315507904,0.0378464367592544,0.047462702257174,0.0265045748737558,0.0406048956078349,0.0385025113963978,0.0380737800383235,0.0306676180435156,0.0258985641014665,0.0157896121785291,0.0172596918936228,0.0393374074321465,0.0290116934282187,0.0535820962389109,0.0270656053238486,0.0336353137078082,0.0185122482281076,0.0197325812580923,0.0318298927701175,0.0365037651218062,0.0385630065297661,0.0187529439455098,0.0302278281366008,0.0473086114942648,0.0343644537654925,0.0356199262616106,0.0169244841622001,0.0529650565590169,0.0159252793305767,0.0702393699288138,0.0154317093754373,0.0155743129239656,0.0492862200645392,0.0467048511577969,0.0289435904908398,0.0305895311578268,0.0475499939832103,0.0222442352434947,0.0346261238063624,0.0256143210459906,0.014805142937276,0.0183363507841084,0.0453729044291072,0.0366783259070699,0.0436061818693122,0.0265744106870251,0.0264709216411132,0.0248074520651321,0.028080583260912,0.0534867311430388,0.0291439269140339,0.0405378162851178,0.0148904829970558,0.0417689533247619,0.0429567311129105,0.0329695931126657,0.0298591949020709,0.0197653422121442,0.0483970326386641,0.0177804728424335,0.0620266483250475,0.0165112960676398,0.0152041922319224,0.0453397585295442,0.0406992490267998,0.0304652469504004,0.0313201244729639,0.0380702288471115,0.029895445407572,0.0285649380290547
"FEDm_4",0.0261951086993633,0.0160114694689454,0.0180856868899465,0.0347509196223983,0.02683524417327,0.0539850107230753,0.0276859147507496,0.0337912394937141,0.0172567160809221,0.0158005481909114,0.0319964208171893,0.0284680855441905,0.0427541612178917,0.0187518526782574,0.0300899021498634,0.0445678802710409,0.038837349270498,0.0384432967012093,0.0204345112860345,0.0472771913631062,0.0142360262496941,0.081833887313519,0.0158795590297696,0.020334952897436,0.0462727940382277,0.0512630450258114,0.0289757414374976,0.0321684180286576,0.0416391571414707,0.0205373767007505,0.0348405327445885,0.0304131182856752,0.0154142758385179,0.0173666092976836,0.0377416826003391,0.0329173777099545,0.045515491734687,0.0271697942717329,0.0243107170401606,0.0239163237681057,0.0211140321368956,0.048900540603038,0.0313751388238353,0.0395275862287136,0.0166027152139121,0.0430505570297491,0.0441504680155007,0.0352435406844416,0.0249830829960779,0.018543162810119,0.0496806377398611,0.0177673261162771,0.0610243447994919,0.0172504744356457,0.0169438546189162,0.0497915179810669,0.0417067639785972,0.0340868763296685,0.0339457091895498,0.0428770186436396,0.0295511591572993,0.0271181019208473,0.0271381179904477,0.0178750355285225,0.0133670230113238,0.0517099615451935,0.0363028546648075,0.0417024114857841,0.034001310516436,0.0328452116575209,0.0368073857520505,0.0255198737778035,0.0439669489715221,0.0248585063352454,0.0359661643640853,0.0189398293850801,0.0364855029566114,0.0378318375657436,0.0255247283111101,0.0318229059513971,0.0209754801881016,0.0473174253400497,0.0180386573373491,0.0412308579282571,0.0161565058541322,0.0207795713514866,0.0436209544084274,0.0414689339990219,0.0296249099181447,0.0329855520379944,0.064616107846609,0.0289875091919558,0.0215319248277852,0.0337334587104685,0.0174187105828441,0.0159102755107098,0.048483284243537,0.0346885927120139,0.0369442113918788,0.0292279278008891,0.0360087237454184,0.0247718962680236,0.0155173370437882,0.0552071219773758,0.0362633563903346,0.0306387227984971,0.0196476341646779,0.0337066256035968,0.0425604173518131,0.0209989535704132,0.0250454933250901,0.0211138950968828,0.0421713176591848,0.0135067745596883,0.0729962779509831,0.0193935536216325,0.0282709909900928,0.0420609646803099,0.0444731354290853,0.0231359277766859,0.0296743764253875,0.037343145600795,0.0339581457224428,0.0351287512954594
"FEDm_5",0.0289279736661879,0.0162566745995814,0.015265264027365,0.0423771819857945,0.0332925982339786,0.0332733056234741,0.0383145843228456,0.0280220500615527,0.037894378670431,0.0241455048479943,0.0455279520985001,0.0263103554822202,0.0385090749645472,0.0195646067135003,0.0378887909599192,0.0393614744464338,0.0274788165772357,0.0205109653685344,0.0178684580661516,0.0456324747515038,0.018089607743113,0.0486919744827736,0.0176777356216817,0.0232660465372165,0.0459739692161246,0.0375396781917016,0.030620203808285,0.0406771746491363,0.0622603681395818,0.0330785259902032,0.0257022301524311,0.0314543852605934,0.0172471425633381,0.0176767309151358,0.0543305647685362,0.0321424156649964,0.0405056026763932,0.0251118496055345,0.0339617719024533,0.0243755230403081,0.018719194193041,0.0458032217762054,0.038127480954739,0.041637936937164,0.0188571844739288,0.0237599483156313,0.0439121634273189,0.0278811635978318,0.0244717954221341,0.0178492601346667,0.0312576802113254,0.0177381156208929,0.0696537204347328,0.0190023382692801,0.0308333061746723,0.0588456142015591,0.0400287353479747,0.0283301485367334,0.0249687052655515,0.0440947544367927,0.0256163739556866,0.0318051719148481,0.029818544496781,0.0177738665254274,0.0151370810930162,0.0243885718961264,0.0282738099941638,0.0596987413079043,0.0387373267426102,0.0333929761004714,0.0364854084405663,0.0178246698041697,0.0384908137051679,0.0212932499294703,0.0308801131381259,0.0192080516926067,0.0361109716686307,0.0420424392355157,0.0275298348123573,0.019706126465356,0.0162092449949826,0.0509502391935086,0.0161495945704342,0.0800390597767406,0.0156397275975042,0.0263428735829792,0.0351015816322497,0.054319529754374,0.0240897920152238,0.0415213734683432,0.0481529802339284,0.0285773545717576,0.0261140515595066,0.0303800897376894,0.0199017064188034,0.0175858548099726,0.052480394008645,0.026535896891094,0.0420954206999809,0.0414751234375866,0.0312481492987506,0.0198869172920944,0.0214697454127852,0.0469079686884464,0.0391174474321838,0.0440032598879373,0.0220471322997047,0.0319621309310254,0.0360427102740735,0.025528608914856,0.0306730536294992,0.0293808407302686,0.0407286379181363,0.0175780112641099,0.0498132954607163,0.0186654942216556,0.0233096726226053,0.0305282247204897,0.0390094900256162,0.0399044011304441,0.0290973690541827,0.0440019873568224,0.0311555000169834,0.0274854654128409
"FEDm_6",0.028839654903942,0.0151774012768141,0.016264982634116,0.0418651077760707,0.0301388126199402,0.0501285548520636,0.0355218496430738,0.039318721958727,0.0352971223466571,0.0233840187646684,0.0353576127477974,0.0191995109281728,0.0531147494804255,0.019793552525468,0.0314585648014986,0.0414500476421397,0.0226484109282893,0.0207357963080282,0.0216750595076499,0.0412579498128915,0.0176670074882836,0.0607538163369069,0.0169105914260953,0.0289146022857905,0.0376421973822954,0.0539342187009728,0.023358867510013,0.0349172261743319,0.0494352299623241,0.0288096868602851,0.0250290744142673,0.0264936659139133,0.0185324319526026,0.0172652203144922,0.0302766062383512,0.0283628668414787,0.0632759800566605,0.0427702875752527,0.0289041984668867,0.0229536300072377,0.0160426915645507,0.0325358210882929,0.0302250505427629,0.0366828591618675,0.0208920280711675,0.0336972049186766,0.0393184316567489,0.0279479445871021,0.0314745606068393,0.022165433440291,0.0497840172877479,0.015808020449565,0.0696831756616275,0.0174072162268838,0.0261583202711319,0.0252276011328779,0.0453507819312348,0.0361640427148012,0.0383483530025456,0.0484235401088815,0.0318624666404601,0.0259655515670678,0.0293084631574759,0.0146540953465709,0.0163485317909742,0.0409208012418886,0.0293485101417813,0.050406818387947,0.0650781140308097,0.0293077375993754,0.0288237171838684,0.0172612865987764,0.0379759965821524,0.0254943830791854,0.0378558926538654,0.0151780101670819,0.0425202909456533,0.0420028550278772,0.021448563485361,0.0431909795737475,0.020325359260233,0.048781858151665,0.0164460551137246,0.0448918381990566,0.0190662862098447,0.0166625356184619,0.0439479594378163,0.0443789749161739,0.0260653659290555,0.0232293491009232,0.0351798822728485,0.0403903055837008,0.0335091832121043,0.0334153171940777,0.0175684258028429,0.019092398070958,0.0514023735947271,0.0330317515753368,0.0436425694720653,0.0303690112687169,0.0271306283389639,0.027585656892848,0.0178647674110456,0.0361380061478709,0.025142214848496,0.0395620159197787,0.0180051719749814,0.0417033187490272,0.0438429088235919,0.030114241269942,0.0506039546919927,0.0200017841705281,0.0413347709344439,0.0175094014633582,0.0700185970317722,0.016720292552862,0.0237229158810677,0.044322254420645,0.0397061696809326,0.0230260598851317,0.0218958329404665,0.0363025758422442,0.025920600081801,0.0333040130674841
"FEDm_7",0.0336647222488435,0.0132080777847423,0.0151167106704103,0.0507508523448388,0.0313494791988185,0.0354898140826534,0.0654360451776575,0.0242962957752784,0.0246910500504692,0.0277696527512346,0.0433518256528849,0.0273946120095865,0.0384052541423056,0.0166138044420952,0.0401665383385541,0.0389544044998975,0.02192206993153,0.0345237622313133,0.0207842344036951,0.0543948474844408,0.0173302837267272,0.0484732151375455,0.0168552863751899,0.0192824420493183,0.0487545023617755,0.037788183326124,0.0332353826835513,0.0192898957881763,0.0371375696198958,0.0301654759023957,0.0334037098080509,0.0268947083170655,0.0157337515176575,0.0163736915216279,0.0383062242998312,0.0262867724469376,0.0614788404459046,0.026024580964544,0.028868183648712,0.0314875913148506,0.0161652981710344,0.0329520157942732,0.0234219072496001,0.0395757541872303,0.017241101719324,0.042701074409997,0.0498309333428205,0.024464896363527,0.0621869948030034,0.0149744084117954,0.0408002597407001,0.0157493545251328,0.0669163210399948,0.0158497893822167,0.0154087558953662,0.0588495083884978,0.0391973163066124,0.0211157222390006,0.0195576177068029,0.0424556807919025,0.0344682243765253,0.0346627206775119,0.0349115836605608,0.0174270348418086,0.0165347642792614,0.0438290708604181,0.0276948421596389,0.0494160923901672,0.0295401374662337,0.0346160809881505,0.0261735695760469,0.0169592953214472,0.0330619993421119,0.0269319247830364,0.0339259801847064,0.0156025806229316,0.0401411855437292,0.0417205733799338,0.0254923528713445,0.0260303273126997,0.0155022444097105,0.0499415233719091,0.017677974078316,0.0841913042384454,0.0179763131752761,0.0274108942945048,0.0344302431363893,0.0461101470678007,0.0292990776116748,0.0343786977840275,0.0501163173175439,0.0277277452243334,0.0252281227058417,0.0355773476136271,0.0200506445810421,0.0156521373803274,0.052872616938849,0.0309251314408637,0.0278679566639429,0.0403403422504552,0.0200229222677942,0.0363682504857006,0.0230831936232733,0.0403725868716693,0.0290450653337629,0.0490567240250606,0.0181532874428428,0.0449394062172099,0.0382632552768124,0.0271226842753267,0.0296951320295485,0.0259931452493822,0.0443751025421437,0.0174199964813156,0.0491702160162395,0.0142117824871498,0.0241257139375068,0.0360282298365811,0.0363947094277845,0.0285957741537613,0.0354843073914571,0.0489888006369422,0.0325600764480172,0.0272434606736103
"FEDm_8",0.0386241792563317,0.0180640302372939,0.016692205680368,0.0429990573856717,0.0287686152355243,0.0521434990233607,0.0285023704573277,0.0333368166093577,0.0271792703306795,0.0176454258023114,0.0311288965914968,0.024153597339519,0.0423554394143674,0.0163634486299284,0.0435577472562415,0.0476300175993671,0.0246348252612628,0.0280364589826826,0.0205101279732415,0.047363402492876,0.0177480550932519,0.0753968962772936,0.0163644801520207,0.0265027993287872,0.0391746490613641,0.0465003427612094,0.02846889043195,0.0302746591298795,0.0430787231038216,0.024539796988918,0.0222612761122941,0.0362643278947634,0.0168672190108026,0.0155617838973588,0.051769185647223,0.0272789409100855,0.0391811863284352,0.0374113091921688,0.0214826578128026,0.0324785292410477,0.0205920508982127,0.0328947818232275,0.0307928128831173,0.0401678103914975,0.0181554306672465,0.0411841925484216,0.0417860863393533,0.0243700109878954,0.0223321668194629,0.0216398653636434,0.0502010533564983,0.0176938885778564,0.072243528959877,0.0170119516469582,0.0233043889819869,0.0338466997026568,0.0450514890127486,0.0262060406322581,0.0369058522299255,0.0458344818619255,0.0326328859927152,0.026857390387828,0.0308759985448437,0.018636335770318,0.0181962307811769,0.0437196068379655,0.0290804048764474,0.0584608053381989,0.0331164797299384,0.0470251122228527,0.0279910246683815,0.0222375685515665,0.0323722761379794,0.0234779449413653,0.0413939718759397,0.0169583752468873,0.0352230637856989,0.0402595528763417,0.0222182585361515,0.0281506123080047,0.0235522468142354,0.0457254802964752,0.0147314112374826,0.0827489382284362,0.0175859928956956,0.0210458213825554,0.0335925813793394,0.0423232330296858,0.025101930830305,0.0317620724936107,0.042377534022851,0.0253431640187878,0.0247159703404819,0.0329211675798714,0.0161520944350578,0.0142584839183035,0.0463969064840025,0.0339610568155627,0.048036401255385,0.0307910856492205,0.0522225329405722,0.0375219891755377,0.0220810317003377,0.0422841289276535,0.0254029096774947,0.0391800119995038,0.017928090541765,0.0328188463927248,0.0407172541509242,0.0238279385707998,0.0207600722440705,0.0190219801002966,0.0436363149921252,0.0167178526005895,0.0514625062035306,0.0152374273762098,0.024224964429658,0.0358529468548736,0.0335474823255745,0.0353724238522667,0.04488265149129,0.0467677610600155,0.0277354413367572,0.0282782449180255
"FEDm_9",0.0308759985448437,0.018636335770318,0.0181962307811769,0.0437196068379655,0.0290804048764474,0.0584608053381989,0.0331164797299384,0.0470251122228527,0.0279910246683815,0.0222375685515665,0.0323722761379794,0.0234779449413653,0.0413939718759397,0.0169583752468873,0.0352230637856989,0.0402595528763417,0.0222182585361515,0.0281506123080047,0.0235522468142354,0.0457254802964752,0.0147314112374826,0.0827489382284362,0.0175859928956956,0.0210458213825554,0.0335925813793394,0.0423232330296858,0.025101930830305,0.0317620724936107,0.042377534022851,0.0253431640187878,0.0247159703404819,0.0329211675798714,0.0161520944350578,0.0142584839183035,0.0463969064840025,0.0339610568155627,0.048036401255385,0.0307910856492205,0.0522225329405722,0.0375219891755377,0.0220810317003377,0.0422841289276535,0.0254029096774947,0.0391800119995038,0.017928090541765,0.0328188463927248,0.0407172541509242,0.0238279385707998,0.0207600722440705,0.0190219801002966,0.0436363149921252,0.0167178526005895,0.0514625062035306,0.0152374273762098,0.024224964429658,0.0358529468548736,0.0335474823255745,0.0353724238522667,0.04488265149129,0.0467677610600155,0.0277354413367572,0.0282782449180255,0.0357758669340985,0.0128364793669811,0.0129172959874876,0.0536326249252204,0.0285436115404554,0.0415599802712114,0.0269736887028389,0.0793794087292008,0.0186984124041255,0.0233676022980303,0.0502461711780783,0.0351772486381099,0.0378144407656305,0.0155556157580214,0.0311219540020547,0.0380012435768034,0.0206051867044861,0.0309419903434014,0.018992414265995,0.0457058134081123,0.0175959002371045,0.0519118058877079,0.0175381787493946,0.0247881376896061,0.0336833033806938,0.0316308104508185,0.0420889643246333,0.0219908747832944,0.043122445715898,0.0371211663117566,0.0206813626687492,0.0291150841809226,0.0172491017907795,0.0161249482171556,0.0546670968133226,0.0351642087302814,0.0550221894273725,0.0308135141671495,0.037026480908346,0.0226801740380445,0.0207896176021994,0.0405755002979857,0.0319068940419354,0.0433169202753683,0.0215598226307166,0.0324358029102311,0.0386248291622513,0.0194825854014494,0.0272205020030137,0.0235825014159185,0.0425886669413868,0.0146528730799415,0.0555654133621838,0.0163728239358386,0.0238039216486721,0.0373371798017874,0.042374191949213,0.0406258568026237,0.0266148132914045,0.0392346142109518,0.0303789306122963,0.033092940349257
"FEDm_10",0.0332846538481335,0.012173477153331,0.0132836513202245,0.0602658982140607,0.0291896205284931,0.0443403692419068,0.0282627736094415,0.0431817971403706,0.0185004886822144,0.0252409056148637,0.0316354971290067,0.0360996816082568,0.0495300938071255,0.0156292505015426,0.0326548269608887,0.0478404515564776,0.0245454865979366,0.0272835780343464,0.0185762505851166,0.045683046779841,0.0170012959347108,0.0572917918537817,0.0180630482394304,0.0182775020585657,0.0312834527632233,0.038004434387238,0.0356489433395383,0.0434986387363611,0.0344995540754487,0.0410298804795238,0.0281996592186,0.0331457810979568,0.0155804091592871,0.0158741563814384,0.0467900931520282,0.0298414246687352,0.0526676088067225,0.0297262382750209,0.0659517085138698,0.0208653987958297,0.0211875522699438,0.0410380099838105,0.0287113034169479,0.046548663751153,0.0199415234263616,0.032554045858071,0.0414667139281388,0.0181316632918,0.0274584676990274,0.0219205216805027,0.0484992474580418,0.0160855862963082,0.0569919250408245,0.0182166279992031,0.0245403087932991,0.033434141913913,0.0391322233707242,0.0347006733804399,0.0232017912428674,0.0445539898826754,0.0284603799527939,0.022781820512264,0.0388161435315567,0.0151493492297103,0.0179883172814939,0.0554532461250041,0.0291333573949807,0.0270933701549755,0.0345139248823574,0.0747653650786558,0.0253622458775177,0.0278998320519804,0.0506688982788844,0.0319429430436611,0.0454936574925835,0.0184515270169306,0.034260128755108,0.0361024242277085,0.0281189282568704,0.0233743304281542,0.0229456876302498,0.0398140297936012,0.0180422718773048,0.0446129630889403,0.0160304806801118,0.024129166259626,0.0345364805784938,0.0299096467802184,0.0426523332551684,0.0189587631791424,0.0475898471043248,0.027832613813223,0.018357726851462,0.0355212736835185,0.0147521511275689,0.0150411129905848,0.0424630886700854,0.0287877684927782,0.0372194876721821,0.0308187345100943,0.0457498675498209,0.0281649446656414,0.0238626242578393,0.0455810781382041,0.0368660155692111,0.0395021620260297,0.0186773292177725,0.0386257093233662,0.0450966757744963,0.0184931898178323,0.0291971570698507,0.0210597979695231,0.0474018486495156,0.0161447247171855,0.0435382626854094,0.0169325874905157,0.0245319719678345,0.0399990275954143,0.0425385707504091,0.0419076271744531,0.0218555202267836,0.0601680056721915,0.030263337212606,0.0192383473312817
